MLAI        ALA         CrownCover  HsD         N           Cab         Car         Cdm         CwRel       Cbp         Bs          
1.068       38.18       0.9727      0.4144      1.782       58.22       14.56       0.005555    0.7009      0.05865     0.8266      
0.5888      34.09       0.9858      0.1112      1.922       80.99       20.25       0.007339    0.6267      1.669       0.4399      
2.099       38.06       0.9304      0.1979      1.343       53.61       13.4        0.008636    0.7408      0.353       0.6737      
1.217       43.3        0.9702      0.4018      1.841       46.61       11.65       0.006101    0.6793      0.6081      0.5315      
0.6176      40.41       0.9527      0.4441      1.228       27.6        6.901       0.007789    0.622       0.144       0.224       
0.2012      77.13       0.9785      0.2427      1.967       59.54       14.88       0.005976    0.6273      0.9867      0.8789      
0.4632      11.87       0.9656      0.3115      1.645       31.74       7.934       0.003096    0.8051      1.27        0.6068      
2.535       20.17       0.9284      0.2871      1.422       60.03       15.01       0.006838    0.6511      0.8128      0.5615      
1.409       49.01       0.9685      0.1657      1.733       69.98       17.5        0.007207    0.7699      0.7458      0.1416      
0.1378      48.75       0.9641      0.1286      2.037       78.64       19.66       0.006763    0.6257      0.8956      0.2187      
3.262       62.34       0.9116      0.4154      1.327       44.51       11.13       0.005425    0.7697      0.2844      0.3138      
3.826       37.06       0.9052      0.3671      1.463       60.65       15.16       0.006894    0.7382      0.9446      0.5687      
0.139       8.489       0.951       0.3841      1.534       28.01       7.003       0.004356    0.822       0.1114      0.02048     
0.9816      20.56       0.9702      0.1903      1.773       60.47       15.12       0.005722    0.7903      0.8044      0.3422      
1.221       48.7        0.9459      0.1892      1.726       72.93       18.23       0.00368     0.7895      0.5972      0.6907      
1.757       67.75       0.939       0.3936      1.941       46.64       11.66       0.00868     0.6417      0.132       0.1225      
2.44        16.75       0.9429      0.2876      1.54        38.03       9.507       0.004512    0.6969      1.479       0.34        
4.256       48.24       0.8905      0.1121      1.675       54.65       13.66       0.00777     0.7555      0.008196    0.4639      
0.5391      39.76       0.9706      0.3054      2.131       78.62       19.66       0.005694    0.8407      1.772       0.161       
0.1806      37.63       0.9773      0.3271      1.251       79.39       19.85       0.007131    0.7194      1.348       0.9252      
2.392       21.61       0.9248      0.4797      1.482       42.02       10.5        0.007223    0.7171      1.421       0.5677      
1.511       65.06       0.9572      0.1705      1.455       61.8        15.45       0.009612    0.6808      0.01234     0.1079      
4.338       31.65       0.9072      0.4587      1.677       33.91       8.477       0.006083    0.7938      0.7414      0.6874      
2.438       69.4        0.9201      0.3346      1.409       38.99       9.748       0.003738    0.7283      0.05639     0.4409      
0.8943      44.85       0.9641      0.1918      1.834       31.03       7.759       0.008402    0.6142      0.3398      0.7712      
4.294       54.34       0.8958      0.2425      1.381       46.64       11.66       0.007271    0.7586      0.4953      0.3989      
2.34        21.13       0.9284      0.3476      1.326       33.71       8.426       0.00836     0.6544      1.037       0.6205      
1.988       60.56       0.9544      0.2599      1.58        52.97       13.24       0.006943    0.8134      0.5819      0.1549      
0.6408      20.95       0.977       0.2433      1.882       42.42       10.6        0.00921     0.6792      0.9269      0.2412      
2.036       66.71       0.9296      0.1594      1.687       63.36       15.84       0.007861    0.6862      1.295       0.3591      
0.8211      54.73       0.95        0.1576      1.997       83.81       20.95       0.004403    0.7755      1.814       0.7211      
1.05        32.16       0.9375      0.4583      1.257       38.46       9.615       0.005801    0.7483      0.8383      0.5853      
1.522       37.54       0.944       0.2991      1.489       74.51       18.63       0.007027    0.758       1.622       0.1459      
1.782       20.6        0.964       0.1985      1.817       52.21       13.05       0.007925    0.818       0.2142      0.6011      
1.017       74.92       0.9681      0.2261      1.858       67.73       16.93       0.007007    0.8035      0.5777      0.3053      
3.116       46.76       0.9261      0.3227      1.808       59.99       15          0.008164    0.7243      0.4303      0.8397      
3.231       57.83       0.9228      0.2635      1.724       65.93       16.48       0.004622    0.7082      0.8973      0.2474      
0.8219      37.6        0.9804      0.3361      1.602       42.78       10.69       0.009637    0.6168      1.747       0.3167      
0.3127      73.99       0.9852      0.3706      2.05        34.14       8.535       0.005652    0.7574      1.057       0.9009      
0.9113      30.88       0.9537      0.3672      1.752       78.68       19.67       0.009492    0.6457      1.323       0.07591     
2.141       52.59       0.9231      0.275       1.359       40.18       10.04       0.004379    0.6765      1.213       0.7117      
4.281       53.09       0.8903      0.1273      1.538       43.14       10.78       0.005901    0.7331      0.6593      0.6614      
1.689       11.32       0.9598      0.4182      1.286       51.81       12.95       0.008503    0.8005      1.394       0.1465      
1.298       38.32       0.9599      0.2201      1.718       71.94       17.98       0.006013    0.779       0.1708      0.4781      
3.135       36.47       0.9168      0.4947      1.397       36.47       9.118       0.005853    0.7516      0.1636      0.6405      
1.945       53          0.9341      0.3365      1.864       79.95       19.99       0.006463    0.7011      0.7338      0.4088      
1.575       38.64       0.9655      0.4999      1.503       58.18       14.55       0.006404    0.6925      0.1784      0.3844      
1.463       35.64       0.9285      0.2457      1.763       63.5        15.87       0.007891    0.628       0.00585     0.2903      
1.96        22.97       0.9411      0.4187      1.91        67.96       16.99       0.003813    0.6906      1.514       0.7552      
1.076       20.5        0.9494      0.2121      1.72        24.2        6.049       0.004733    0.7444      0.4138      0.8738      
1.978       22.06       0.9276      0.4747      1.792       70.9        17.72       0.007071    0.7701      0.9759      0.289       
4.793       36.53       0.8909      0.5         1.667       36.38       9.095       0.005094    0.7902      0.5196      0.6702      
4.38        55.83       0.8915      0.4936      1.502       47.55       11.89       0.005379    0.794       0.7826      0.7297      
0.4589      29.04       0.9565      0.1259      1.444       54.32       13.58       0.005433    0.7364      1.309       0.4838      
1.025       11.22       0.9662      0.3027      1.707       84.44       21.11       0.00632     0.6698      1.504       0.5863      
3.149       67.01       0.9354      0.1107      1.629       28.2        7.05        0.00493     0.7446      0.9763      0.607       
3.416       32.72       0.8997      0.1274      1.779       37.45       9.362       0.006787    0.803       1.283       0.5675      
0.8582      34.8        0.9645      0.4799      1.574       42.02       10.5        0.004739    0.7649      1.064       0.6183      
0.3492      8.844       0.9607      0.2586      1.653       53.23       13.31       0.00541     0.7597      1.84        0.262       
3.746       19.32       0.9142      0.3294      1.732       37.39       9.347       0.004888    0.6976      1.068       0.4029      
0.3457      55.56       0.9713      0.4904      2.057       82          20.5        0.006799    0.6738      0.8158      0.5718      
3.635       47.94       0.906       0.4466      1.72        43.72       10.93       0.006121    0.7319      0.4847      0.6462      
